formula,d33,tc,filler_wt_pct,matrix_type,particle_morphology,particle_size_nm,surface_treatment,fabrication_method,vickers_hardness,qm,kp,relative_density_pct,sintering_temp_c,sintering_method,ceramic_type,source_doi,source_notes
(K0.5Na0.5)NbO3-0.015MnO2,110,230,0,none,none,-,none,conventional,5.2,910,0.45,4.60,1150,conventional,hard,https://www.sensor-test.de/assets/Fairs/2025/ProductNews/PDFs/CTS-Lead-Free-Piezoceramics.pdf,CTS LF52 KNN hardest piezoceramic💡
(Bi0.5Na0.5)TiO3-BaTiO3,107,340,0,none,none,-,none,conventional,-,170,-,-,-,conventional,hard,https://www.sensor-test.de/assets/Fairs/2025/ProductNews/PDFs/CTS-Lead-Free-Piezoceramics.pdf,CTS Pz12 NBT-BT piezoceramic
(Bi0.5Na0.5)TiO3-BaTiO3,152,333,0,none,none,-,none,conventional,-,200,-,-,-,conventional,hard,https://www.sensor-test.de/assets/Fairs/2025/ProductNews/PDFs/CTS-Lead-Free-Piezoceramics.pdf,CTS Pz12X NBT-BT piezoceramic enhanced d33
Bi4Ti3O12,18.6,650,0,none,none,-,none,conventional,-,1000,-,-,-,conventional,hard,https://www.sensor-test.de/assets/Fairs/2025/ProductNews/PDFs/CTS-Lead-Free-Piezoceramics.pdf,CTS Pz46 Bismuth Titanate extreme high temperature
Bi4Ti3O12,20.1,770,0,none,none,-,none,conventional,-,2000,-,-,-,conventional,hard,https://www.sensor-test.de/assets/Fairs/2025/ProductNews/PDFs/CTS-Lead-Free-Piezoceramics.pdf,CTS Pz48 Bismuth Titanate hardest formulation
(Bi0.5Na0.5)TiO3,100,190,0,none,none,-,none,conventional,-,100,0.14,-,-,conventional,soft,https://www.pi-usa.us/fileadmin/user_upload/pi_us/files/technotes_whitepapers/Piezo_Ceramics_Material_Data.pdf,PI Ceramic PIC700 BNT lead free
(Bi0.5Na0.5)TiO3,71,230,0,none,none,-,none,conventional,-,100,0.13,-,-,conventional,soft,https://www.pi-usa.us/fileadmin/user_upload/pi_us/files/technotes_whitepapers/Piezo_Ceramics_Material_Data.pdf,PI Ceramic PIC701 BNT lead free
(K0.5Na0.5)NbO3,241,300,0,none,none,-,none,conventional,4.2,200,0.53,4.40,1100,conventional,soft,https://www.pi-usa.us/fileadmin/user_upload/pi_us/files/technotes_whitepapers/Piezo_Ceramics_Material_Data.pdf,PI Ceramic PIC753 KNN lead free
(K0.5Na0.5)NbO3-0.01CuO,170,290,0,none,none,-,none,conventional,5.1,585,0.43,4.52,1080,conventional,hard,https://www.pi-usa.us/fileadmin/user_upload/pi_us/files/technotes_whitepapers/Piezo_Ceramics_Material_Data.pdf,PI Ceramic PIC758 KNN lead free hard
0.852(Bi0.5Na0.5)TiO3-0.028BaTiO3-0.12(Bi0.5K0.5)TiO3,191,301,0,none,none,-,none,conventional,-,-,-,-,-,conventional,soft,http://web1.see.asso.fr/electroceramics/html/cdrom/pdf/Papers/C07-01-Inv.pdf,BNBK ternary system
(K0.5Na0.5)NbO3-0.005Ho-0.04(Cu0.333Nb0.667),120,392,0,none,none,-,none,conventional,-,850,-,-,1180,conventional,hard,https://pubs.acs.org/doi/10.1021/acs.inorgchem.3c02046,KNN-5Ho-4CN Donor-Acceptor Codoping highly stable
0.95(K0.5Na0.5)NbO3-0.05LiTaO3,292,-,0,none,none,-,none,conventional,-,-,-,-,-,conventional,soft,https://pdfs.semanticscholar.org/e124/109810aafe436bef487707458791618968c7.pdf,KNN with LiTaO3 solid solution
0.96K0.5Na0.5NbO3-0.04CaZrO3-0.03ZrO2,360,-,0,none,none,-,none,conventional,-,-,-,-,1080,conventional,soft,https://pdfs.semanticscholar.org/e124/109810aafe436bef487707458791618968c7.pdf,KNN-CaZrO3 co-fired with Ni electrodes
0.96(0.95(K0.52Na0.48NbO3)-0.05LiSbO3)-0.04SrZrO3-0.01CuO-0.03NaNbO3,323,-,0,none,none,-,none,conventional,-,-,0.39,-,-,conventional,soft,https://www.researchgate.net/figure/d33-kp-and-Qm-of-of-KNN-xLN-BA-ceramics_fig2_314977944,KNNLS-SZ-C with NN seeds for templating
0.935(K0.4Na0.6)NbO3-0.02CaZrO3-0.045Bi0.5Na0.5HfO3,320,-,0,none,none,-,none,conventional,-,-,0.40,-,-,conventional,soft,https://www.researchgate.net/figure/d33-kp-and-Qm-of-of-KNN-xLN-BA-ceramics_fig2_314977944,KNN-CZ-BNH phase boundary engineering
0.965(K0.48Na0.52Nb0.96Sb0.04O3)-0.035(Bi0.5Li0.45Ag0.05)(Zr0.98Hf0.02)O3,343,270,0,none,none,-,none,conventional,-,-,-,-,-,conventional,soft,https://www.researchgate.net/figure/d33-kp-and-Qm-of-of-KNN-xLN-BA-ceramics_fig2_314977944,R-T phase coexistence optimized KNN
0.96Bi0.5Na0.5TiO3-0.04Ba(Sc0.5Nb0.5)O3,110,266,0,none,none,-,none,conventional,-,-,-,-,-,conventional,soft,https://m08.iphy.ac.cn/pdfs/Li-2025-Enhanced_piezoelectric_performance_in_lead-free_piezoceramics.pdf,BSN substituted BNT solid solution
(Bi0.5Na0.5)TiO3-BaTiO3-BiFeO3,132,-,0,none,none,-,none,conventional,-,124,-,-,-,conventional,soft,https://www.mdpi.com/2571-6131/8/2/70,BNT-BT-BF properties peak
(KNa)NbO3-BaZrO3-0.01Al2O3,480,-,0,none,none,-,none,conventional,-,-,0.62,-,-,conventional,soft,https://www.researchgate.net/publication/373601309,KNNS-BNZ with 1 mol percent Al2O3 exceptional d33
0.95(K0.42Na0.58)NbO3-0.05LiSbO3,270,364,0,none,none,-,none,conventional,-,-,0.472,-,-,conventional,soft,https://pubs.acs.org/doi/10.1021/am402548x,KNN-LS MPB engineered high temperature stability
(K0.47Na0.47Li0.06)0.985Bi0.005NbO3,185,455,0,none,none,-,none,conventional,-,10,-,-,-,conventional,soft,https://www.worldscientific.com/doi/pdf/10.1142/S2010135X11000409,Li/Bi co-doped KNN high Curie temperature
0.97Na0.5K0.5NbO3-0.03Bi0.5Na0.5TiO3,195,375,0,none,none,-,none,conventional,-,-,-,-,-,conventional,soft,https://www.worldscientific.com/doi/pdf/10.1142/S2010135X11000409,KNN-BNT system properties
0.94K0.5Na0.5NbO3-0.06BaTiO3-0.01CuO,193,314,0,none,none,-,none,conventional,-,30,-,-,-,conventional,soft,https://www.worldscientific.com/doi/pdf/10.1142/S2010135X11000409,CuO doped KNN-BT
0.59BiFeO3-0.33BaTiO3-0.08Sr(Mg0.167Zn0.167Ta0.333Nb0.333)O3,-,-,0,none,none,-,none,conventional,734,-,-,-,-,conventional,hard,https://doi.org/10.1021/acsami.3c18262,ACS AMI 2024 - High-entropy BF-BT-SMZTN hardness=7.2GPa Wrec=2.4J/cm3
0.95(K0.5Na0.5)NbO3-0.05BaHfO3,-,-,0,none,none,-,none,conventional,-,27.2,-,-,1080,conventional,soft,https://qmro.qmul.ac.uk/xmlui/bitstream/handle/123456789/107078/Viola%20Lead-free%20Piezoelectric%20Ceramics%20with%20Ultralow%20Mechanical%20Quality%20Factor%202025%20Published.pdf?sequence=2,KNN-BAH-1080 ultralow Qm
BaTiO3,-,-,26.62,pvdf,-,-,untreated,3d_print,-,-,-,-,-,-,composite,https://doi.org/10.1007/s10854-025-15964-9,J Mater Sci Mater Electron 2025 - PVDF/BTO/MWCNT DIW optimized beta phase
(Ba0.85Ca0.15)(Zr0.1Ti0.9)O3,-,-,5,p_vdf_trfe,-,-,untreated,solvent_cast,-,-,-,18,-,-,composite,https://www.researchgate.net/publication/400674306,IOP 2026 - Dielectric constant=18 for 5wt% BCZT filler
BN,25,-,5,pvdf,platelet,-,untreated,solvent_cast,-,-,-,-,-,-,composite,https://www.researchgate.net/publication/353964955,ResearchGate 2021 - Yb-doped PVDF matrix with BN filler
Zn0.99Fe0.01O,-,115,10,p_vdf_trfe,-,-,untreated,solvent_cast,-,-,-,42,-,-,composite,https://www.researchgate.net/publication/341440067_Enhanced_dielectric_and_piezoelectric_properties_of_Fe-doped_ZnOPVDF-TrFE_composite_films,ResearchGate 2020 - Fe-doped ZnO/PVDF-TrFE polar phase=56%
BaTiO3,-,120,15,pvdf,fiber,150,untreated,electrospinning,55.5,-,-,-,-,-,composite,https://doi.org/10.3390/polym15030531,Polymers 2023 - Electrospun PVDF/BTO Voc=11.4V d33_max=18(20wt%)
0.70Bi1.03FeO3-0.30BaTiO3,251,560,0,none,none,-,none,conventional,-,-,-,-,-,conventional,soft,https://doi.org/10.1371/journal.pone.0298811,PLOS ONE 2025 - Pure BF30BT ceramic
0.70Bi1.03FeO3-0.30BaTiO3-0.01Si,209,560,0,none,none,-,none,conventional,-,32.6,0.32,-,-,conventional,soft,https://doi.org/10.1371/journal.pone.0298811,PLOS ONE 2025 - Si-doped BF30BT
0.67Bi1.03FeO3-0.33BaTiO3-0.01Nb,382,473,0,none,none,-,none,conventional,-,-,-,-,-,conventional,soft,https://doi.org/10.1016/j.jallcom.2023.168999,J ALLOY COMPD 2023 - Nb-modified quenched ceramics
0.75BiFeO3-0.25BaTiO3,-,607,0,none,none,-,none,conventional,-,403,-,-,-,conventional,hard,https://doi.org/10.1111/jace.17888,J AM CERAM SOC 2021 - BF-BT R-phase rich hard properties
0.70BiFeO3-0.30BaTiO3,301,510,0,none,none,-,none,conventional,-,-,0.33,-,-,conventional,soft,https://doi.org/10.1111/jace.17888,J AM CERAM SOC 2021 - BF-BT soft properties
BiFeO3-BaTiO3-0.06PbTiO3,171,526,0,none,none,-,none,conventional,-,-,-,-,-,conventional,soft,https://doi.org/10.1016/j.ceramint.2020.08.111,CERAM INT 2020 - BFBT-6PT
BiFeO3-BaTiO3-0.003Li2CO3,163,508,0,none,none,-,none,conventional,-,38.33,0.294,-,930,conventional,soft,https://doi.org/10.1016/j.jallcom.2017.11.156,J Alloys Compd 2018 - Li2CO3 doped BF-BT
Ba0.93Ca0.07Ti0.95Zr0.05O3,387,108,0,none,none,-,none,conventional,-,140,0.442,-,1450,conventional,soft,https://www.researchgate.net/publication/251609028,High Piezoelectric d33 Coefficient 2013
(KNa)NbO3-BaCuO-0.035BiNaHfO3,272,333,0,none,none,-,none,conventional,-,-,0.47,-,-,conventional,soft,https://www.researchgate.net/figure/a-piezoelectric-properties-d33-kp-and-Qm-and-bd33-and-relative-density-of_fig2_310541910,KNN-BC-xBNH optimal electrical properties
(KNa)NbO3-0.01KCN,90,290,0,none,none,-,none,conventional,-,1500,0.36,-,-,conventional,hard,https://doi.org/10.3390/s140814530,Sensors 2014 - Acceptor doped KNN
BaTiO3-CaTiO3-0.01Co,150,-,0,none,none,-,none,conventional,-,800,0.31,-,-,conventional,hard,https://doi.org/10.3390/s140814530,Sensors 2014 - Co doped BTO
0.23Pb(In0.5Nb0.5)O3-0.28Pb(Zn0.333Nb0.667)O3-0.13PbZrO3-0.27PbTiO3-0.01Sm2O3,580,249,0,none,none,-,none,conventional,-,-,0.532,-,-,conventional,soft,https://doi.org/10.1080/21870764.2026.2620321,J Adv Ceram 2026 - 1Sm-27PT ceramic
Pb(ZrTi)O3,800,150,0,none,none,-,none,conventional,-,120,-,-,-,conventional,soft,https://www.trstechnologies.com/Portals/0/HK1.pdf,TRS Technologies TRSHK1 HD soft piezoelectric
Pb(ZrTi)O3,225,300,0,none,none,-,none,conventional,-,1000,-,-,-,conventional,hard,https://doi.org/10.3390/s140814530,Sensors 2014 - PZT8 properties
BiScO3-PbTiO3-0.01Mn,360,442,0,none,none,-,none,conventional,-,100,-,-,-,conventional,soft,https://doi.org/10.3390/s140814530,Sensors 2014 - High Tc relaxor
PbZr0.95Ti0.05O3-0.02Nb,68,227,0,none,none,-,none,conventional,-,-,0.18,-,-,conventional,hard,https://www.rsc.org/suppdata/d1/ta/d1ta02290c/d1ta02290c1.pdf,TRS Technologies PZT 95/5
Pb(Mg0.333Nb0.667)O3-PbTiO3,2450,160,0,none,none,-,none,conventional,-,-,0.92,-,-,conventional,soft,http://ndl.ethernet.edu.et/bitstream/123456789/65905/1/16.pdf,TRS-X2C single crystal
0.7Pb(Mg0.333Nb0.667)O3-0.3PbTiO3,1500,130,0,none,none,-,none,conventional,-,-,0.90,-,-,conventional,soft,http://ndl.ethernet.edu.et/bitstream/123456789/65905/1/16.pdf,Ceracomp 70PMN-30PT
(K0.5Na0.5)NbO3-0.01MnO2,120,420,0,none,none,-,none,conventional,4.8,500,0.35,96,1100,conventional,hard,https://doi.org/10.3390/mi15030325,Micromachines 2024 - Mn-doped Hard KNN Qm=500 baseline
K0.5Na0.5NbO3,121,420,0,none,none,-,none,two_step,3.2,75,0.352,95.2,1050,two_step,soft,https://www.researchgate.net/publication/229906451,ResearchGate 2009 - Two-step sintering pure KNN d33=121 pC/N
(K0.44Na0.52Li0.04)(Nb0.84Ta0.10Sb0.06)O3,416,253,0,none,none,-,none,rtgg,3.8,70,0.45,97,1150,rtgg,soft,https://doi.org/10.1038/nature03028,Nature 2004 - LF4T Textured KNLNST d33=416 Tc=253 (Saito seminal work)
(K0.49Na0.49Li0.02)NbO3,280,430,0,none,none,-,none,tgg,3.5,100,-,96,1100,tgg,soft,https://doi.org/10.1021/acsami.6b08199,ACS AMI 2017 - High Tc (430C) TGG Textured KNN-Li(K0.4425Na0.52Li0.0375)
